# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
207,1221382630,0.6562,0.6602,-0.4746,-46.95,6.59,11.34
208,1221387627,0.5918,0.6406,-0.4585,-56.04,8.35,10.55
209,1221392627,0.6221,0.6685,-0.3540,-67.56,10.43,9.82
210,1221397631,0.6255,0.6963,-0.3853,-77.38,12.56,9.09
211,1221402627,0.6187,0.7163,-0.4248,-84.70,14.33,8.60
212,1221407630,0.6143,0.7212,-0.3760,-89.51,16.10,8.11
213,1221412628,0.6167,0.7173,-0.3511,-92.26,18.17,7.93
214,1221417629,0.6221,0.7388,-0.3721,-92.93,19.94,7.93
215,1221422628,0.6187,0.7578,-0.3726,-91.04,21.52,8.29
216,1221427629,0.6294,0.7788,-0.3418,-86.28,22.93,8.90
217,1221432627,0.6528,0.8071,-0.3594,-78.72,24.51,9.82
218,1221437629,0.6504,0.8159,-0.3711,-69.15,26.04,10.79
219,1221442627,0.6450,0.8320,-0.3687,-58.11,27.50,12.20
220,1221447627,0.6665,0.8359,-0.3691,-46.52,28.78,13.84
221,1221452627,0.6924,0.8486,-0.3770,-35.06,29.94,15.61
222,1221457629,0.7085,0.8604,-0.3716,-24.57,31.04,17.50
223,1221462629,0.7051,0.8643,-0.3726,-15.55,31.83,19.39
224,1221467628,0.7188,0.8696,-0.3652,-8.90,32.68,21.46
225,1221472630,0.7402,0.8896,-0.3652,-5.06,33.11,23.35
226,1221477627,0.7583,0.8931,-0.3535,-4.27,33.78,25.24
227,1221482629,0.7637,0.8955,-0.3521,-7.13,34.27,27.13
228,1221487627,0.7690,0.9023,-0.3618,-13.35,34.45,29.15
229,1221492627,0.7793,0.9141,-0.3564,-22.20,34.76,31.28
230,1221497627,0.7749,0.9336,-0.3506,-32.56,35.12,33.66
231,1221502659,0.7676,0.9473,-0.3647,-43.66,35.37,36.22
232,1221507627,0.7583,0.9595,-0.3735,-54.27,35.73,39.27
233,1221512627,0.7627,0.9795,-0.3770,-63.05,35.98,42.50
234,1221517627,0.7769,1.0093,-0.3765,-69.27,36.28,45.98
235,1221522627,0.7822,1.0283,-0.3745,-72.26,36.71,49.51
236,1221527627,0.7729,1.0469,-0.3755,-71.65,37.56,53.35
237,1221532627,0.7710,1.0503,-0.3770,-68.11,38.11,57.62
238,1221537627,0.7871,1.0635,-0.3687,-61.46,38.60,61.77
239,1221542627,0.8052,1.0762,-0.3491,-52.68,39.39,66.22
240,1221547627,0.8027,1.0757,-0.3364,-42.87,40.43,70.43
241,1221552820,0.8013,1.0703,-0.3394,-34.15,41.34,74.63
242,1221557629,0.8140,1.0615,-0.3359,-27.32,42.32,78.84
243,1221562629,0.8354,1.0645,-0.3208,-22.62,43.05,83.05
244,1221567629,0.8496,1.0742,-0.3091,-20.30,43.90,87.13
245,1221572628,0.8394,1.0674,-0.2979,-21.16,44.82,90.79
246,1221577629,0.8267,1.0459,-0.2930,-25.73,45.79,94.63
247,1221582628,0.8232,1.0229,-0.2974,-33.48,46.40,98.48
248,1221587629,0.8408,1.0078,-0.2861,-42.80,46.83,102.44
249,1221592629,0.7847,1.0029,-0.2764,-51.77,47.44,106.40
250,1221597629,0.7510,0.9839,-0.2676,-59.39,48.05,110.61
251,1221602629,0.7471,0.9507,-0.2588,-66.04,48.41,114.70
252,1221607629,0.7485,0.9229,-0.2598,-70.85,48.35,119.21
253,1221612628,0.7393,0.8896,-0.2319,-73.41,48.29,123.54
254,1221617629,0.7285,0.8599,-0.2144,-73.90,48.05,127.74
255,1221622628,0.7163,0.8159,-0.2007,-72.93,47.74,131.89
256,1221627627,0.7139,0.7700,-0.1870,-70.98,47.01,135.85
257,1221632629,0.7251,0.7393,-0.1802,-68.60,45.98,139.51
258,1221637629,0.7280,0.6904,-0.1562,-65.73,44.88,142.74
259,1221642631,0.7280,0.6387,-0.1548,-62.44,43.72,145.73
260,1221647628,0.7310,0.5791,-0.1475,-59.15,42.32,148.41
261,1221652629,0.7339,0.5244,-0.1357,-55.98,41.10,150.55
262,1221657627,0.7383,0.4780,-0.1455,-53.17,39.63,152.26
263,1221662629,0.7241,0.4126,-0.1504,-51.04,38.11,153.29
264,1221667629,0.7012,0.3369,-0.1597,-49.76,36.89,153.84
265,1221672629,0.6108,0.2607,-0.1616,-49.15,36.16,154.02
266,1221677629,0.5767,0.1846,-0.1689,-49.21,35.67,153.72
267,1221682628,0.5703,0.0981,-0.1694,-49.88,35.06,152.56
268,1221687629,0.5479,0.0132,-0.1641,-50.49,34.63,150.85
269,1221692627,0.5176,-0.0742,-0.1519,-50.18,34.27,148.60
270,1221697629,0.5093,-0.1611,-0.1548,-48.72,33.78,145.55
271,1221702629,0.5225,-0.2373,-0.1406,-46.59,33.29,141.83
272,1221707629,0.5166,-0.3184,-0.1279,-43.78,32.68,137.32
273,1221712627,0.5024,-0.4077,-0.1206,-40.67,31.89,131.95
274,1221717627,0.4854,-0.4922,-0.1133,-36.65,30.91,125.91
275,1221722627,0.4536,-0.5796,-0.0938,-31.10,29.88,119.33
276,1221727629,0.4272,-0.6597,-0.0679,-23.90,28.78,112.01
277,1221732627,0.4175,-0.7451,-0.0537,-15.00,27.68,104.02
278,1221737627,0.4014,-0.8198,-0.0210,-4.82,26.40,95.12
279,1221742629,0.4038,-0.8862,0.0186,5.73,25.12,85.18
280,1221747629,0.4224,-0.9312,0.0391,15.98,23.72,74.27
281,1221752629,0.4272,-0.9873,0.0732,24.70,22.20,61.95
282,1221757628,0.4048,-1.0386,0.1108,30.85,20.67,48.72
283,1221762627,0.3838,-1.0938,0.1377,33.29,18.96,34.51
284,1221767629,0.3823,-1.1431,0.1626,31.10,17.01,19.51
285,1221772628,0.3872,-1.1753,0.1899,24.15,14.88,3.48
286,1221777629,0.3867,-1.2036,0.2256,13.23,12.56,-13.05
287,1221782628,0.3955,-1.2266,0.2593,-0.37,10.06,-30.24
288,1221787631,0.3984,-1.2407,0.2817,-15.12,7.32,-47.93
289,1221792627,0.4053,-1.2407,0.3130,-29.15,4.51,-65.91
290,1221797627,0.4146,-1.2388,0.3418,-41.46,1.83,-84.02
291,1221802629,0.4243,-1.2339,0.3521,-50.98,-0.98,-102.32
292,1221807631,0.4668,-1.2119,0.3413,-57.20,-3.84,-120.43
293,1221812629,0.5024,-1.1670,0.3071,-58.35,-6.89,-138.23
294,1221817628,0.4951,-1.1191,0.2812,-52.13,-9.94,-155.61
295,1221822629,0.4458,-1.0532,0.2290,-36.95,-12.62,-171.65
296,1221827627,0.4341,-0.9365,0.1606,-12.20,-15.18,-186.46
297,1221832627,0.4712,-0.7822,0.0933,20.37,-17.56,-200.37
298,1221837627,0.4604,-0.6436,0.0244,56.34,-19.88,-213.11
299,1221842629,0.3955,-0.5361,-0.0239,91.10,-21.59,-224.33
